diubaldo,ciao,1629128492125,test,{},-59,,-79,42.84628682,13.90474728,110.2078857421875family,device,timestamp,location,bluetooth,wifi,wifi,wifi,latitude,longitude,altitude
diubaldo,ciao,1629128492125,test,{},-59,,-79,42.84628682,13.90474728,110.2078857421875family,device,timestamp,location,bluetooth,wifi,wifi,wifi,latitude,longitude,altitude
diubaldo,ciao,1629128492125,test,{},-59,,-79,42.84628682,13.90474728,110.2078857421875
